frame_id,window occupied,window facing,window angle,middle occupied,middle facing,middle angle,aisle occupied,aisle facing,aisle angle,window touch,window num touch,face touch,face num touch
2925,,,,,,,,,,,,,
2940,,,,,,,,,,,,,
2955,,,,,,,,,,,,,
2970,,,,,,,,,,,,,
2985,,,,,,,,,,,,,
3000,,,,,,,,,,,,,
3015,,,,,,,,,,,,,
3030,,,,,,,,,,,,,
3045,,,,,,,,,,,,,
3060,,,,,,,,,,,,,
3075,,,,,,,,,,,,,
3090,,,,,,,,,,,,,
3105,,,,,,,,,,,,,
3120,,,,,,,,,,,,,
3135,,,,,,,,,,,,,
3150,,,,,,,,,,,,,
3165,,,,,,,,,,,,,
3180,,,,,,,,,,,,,
3195,,,,,,,,,,,,,
3210,,,,,,,,,,,,,
3225,,,,,,,,,,,,,
3240,,,,,,,,,,,,,
3255,,,,,,,,,,,,,
3270,,,,,,,,,,,,,
3285,,,,,,,,,,,,,
3300,,,,,,,,,,,,,
3315,,,,,,,,,,,,,
3330,,,,,,,,,,,,,
3345,,,,,,,,,,,,,
3360,,,,,,,,,,,,,
3375,,,,,,,,,,,,,
3390,,,,,,,,,,,,,
3405,,,,,,,,,,,,,
3420,,,,,,,,,,,,,
3435,,,,,,,,,,,,,
3450,,,,,,,,,,,,,
3465,,,,,,,,,,,,,
3480,,,,,,,,,,,,,
3495,,,,,,,,,,,,,
3510,,,,,,,,,,,,,
3525,,,,,,,,,,,,,
3540,,,,,,,,,,,,,
3555,,,,,,,,,,,,,
3570,,,,,,,,,,,,,
3585,,,,,,,,,,,,,
3600,,,,,,,,,,,,,
3615,,,,,,,,,,,,,
3630,,,,,,,,,,,,,
3645,,,,,,,,,,,,,
3660,,,,,,,,,,,,,
3675,,,,,,,,,,,,,
3690,,,,,,,,,,,,,
3705,,,,,,,,,,,,,
3720,,,,,,,,,,,,,
3735,,,,,,,,,,,,,
3750,,,,,,,,,,,,,
3765,,,,,,,,,,,,,
3780,,,,,,,,,,,,,
3795,,,,,,,,,,,,,
3810,,,,,,,,,,,,,
3825,,,,,,,,,,,,,
3840,,,,,,,,,,,,,
3855,,,,,,,,,,,,,
3870,,,,,,,,,,,,,
3885,,,,,,,,,,,,,
3900,,,,,,,,,,,,,
3915,,,,,,,,,,,,,
3930,,,,,,,,,,,,,
3945,,,,,,,,,,,,,
3960,,,,,,,,,,,,,
3975,,,,,,,,,,,,,
3990,,,,,,,,,,,,,
4005,,,,,,,,,,,,,
4020,,,,,,,,,,,,,
4035,,,,,,,,,,,,,
4050,,,,,,,,,,,,,
4065,,,,,,,,,,,,,
4080,,,,,,,,,,,,,
4095,,,,,,,,,,,,,
4110,,,,,,,,,,,,,
4125,,,,,,,,,,,,,
4140,,,,,,,,,,,,,
4155,,,,,,,,,,,,,
4170,,,,,,,,,,,,,
4185,,,,,,,,,,,,,
4200,,,,,,,,,,,,,
4215,,,,,,,,,,,,,
4230,,,,,,,,,,,,,
4245,,,,,,,,,,,,,
4260,,,,,,,,,,,,,
4275,,,,,,,,,,,,,
4290,,,,,,,,,,,,,
4305,,,,,,,,,,,,,
4320,,,,,,,,,,,,,
4335,,,,,,,,,,,,,
4350,,,,,,,,,,,,,
4365,,,,,,,,,,,,,
4380,,,,,,,,,,,,,
4395,,,,,,,,,,,,,
4410,,,,,,,,,,,,,
4425,,,,,,,,,,,,,
4440,,,,,,,,,,,,,
4455,,,,,,,,,,,,,
4470,,,,,,,,,,,,,
4485,,,,,,,,,,,,,
4500,,,,,,,,,,,,,
4515,,,,,,,,,,,,,
4530,,,,,,,,,,,,,
4545,,,,,,,,,,,,,
4560,,,,,,,,,,,,,
4575,,,,,,,,,,,,,
4590,,,,,,,,,,,,,
4605,,,,,,,,,,,,,
4620,,,,,,,,,,,,,
4635,,,,,,,,,,,,,
4650,,,,,,,,,,,,,
4665,,,,,,,,,,,,,
4680,,,,,,,,,,,,,
4695,,,,,,,,,,,,,
4710,,,,,,,,,,,,,
4725,,,,,,,,,,,,,
4740,,,,,,,,,,,,,
4755,,,,,,,,,,,,,
4770,,,,,,,,,,,,,
4785,,,,,,,,,,,,,
4800,,,,,,,,,,,,,
4815,,,,,,,,,,,,,
4830,,,,,,,,,,,,,
4845,,,,,,,,,,,,,
4860,,,,,,,,,,,,,
4875,,,,,,,,,,,,,
4890,,,,,,,,,,,,,
4905,,,,,,,,,,,,,
4920,,,,,,,,,,,,,
4935,,,,,,,,,,,,,
4950,,,,,,,,,,,,,
4965,,,,,,,,,,,,,
4980,,,,,,,,,,,,,
4995,,,,,,,,,,,,,
5010,,,,,,,,,,,,,
5025,,,,,,,,,,,,,
5040,,,,,,,,,,,,,
5055,,,,,,,,,,,,,
5070,,,,,,,,,,,,,
5085,,,,,,,,,,,,,
5100,,,,,,,,,,,,,
5115,,,,,,,,,,,,,
5130,,,,,,,,,,,,,
5145,,,,,,,,,,,,,
5160,,,,,,,,,,,,,
5175,,,,,,,,,,,,,
5190,,,,,,,,,,,,,
5205,,,,,,,,,,,,,
5220,,,,,,,,,,,,,
5235,,,,,,,,,,,,,
5250,,,,,,,,,,,,,
5265,,,,,,,,,,,,,
5280,,,,,,,,,,,,,
5295,,,,,,,,,,,,,
5310,,,,,,,,,,,,,
5325,,,,,,,,,,,,,
5340,,,,,,,,,,,,,
5355,,,,,,,,,,,,,
5370,,,,,,,,,,,,,
5385,,,,,,,,,,,,,
5400,,,,,,,,,,,,,
5415,,,,,,,,,,,,,
5430,,,,,,,,,,,,,
5445,,,,,,,,,,,,,
5460,,,,,,,,,,,,,
5475,,,,,,,,,,,,,
5490,,,,,,,,,,,,,
5505,,,,,,,,,,,,,
5520,,,,,,,,,,,,,
5535,,,,,,,,,,,,,
5550,,,,,,,,,,,,,
5565,,,,,,,,,,,,,
5580,,,,,,,,,,,,,
5595,,,,,,,,,,,,,
5610,,,,,,,,,,,,,
5625,,,,,,,,,,,,,
5640,,,,,,,,,,,,,
5655,,,,,,,,,,,,,
5670,,,,,,,,,,,,,
5685,,,,,,,,,,,,,
5700,,,,,,,,,,,,,
5715,,,,,,,,,,,,,
5730,,,,,,,,,,,,,
5745,,,,,,,,,,,,,
5760,,,,,,,,,,,,,
5775,,,,,,,,,,,,,
5790,1.0,left,-66.0,,,,,,,,,,
5805,1.0,forward,-51.0,,,,,,,,,,
5820,1.0,forward,-54.0,1.0,right,47.0,,,,,,,
5835,,,,1.0,right,68.0,,,,,,,
5850,1.0,forward,-49.0,1.0,left,-34.0,,,,,,,
5865,1.0,forward,-57.0,,,,1.0,left,-16.0,,,,
5880,1.0,left,-63.0,,,,1.0,left,-14.0,,,,
5895,,,,1.0,forward,16.0,,,,,,,
5910,1.0,right,-3.0,1.0,right,43.0,,,,,,,
5925,1.0,forward,-41.0,1.0,forward,17.0,,,,,,,
5940,1.0,forward,-31.0,1.0,forward,-26.0,,,,,,,
5955,1.0,forward,-39.0,1.0,forward,-24.0,,,,,,,
5970,1.0,forward,-44.0,1.0,,,,,,,,,
5985,1.0,forward,-42.0,1.0,forward,-18.0,,,,,,,
6000,,,,1.0,forward,8.0,1.0,left,17.0,,,,
6015,,,,1.0,forward,-1.0,1.0,left,13.0,,,,
6030,1.0,,,1.0,forward,-8.0,1.0,forward,50.0,,,,
6045,1.0,forward,-48.0,1.0,forward,3.0,1.0,forward,53.0,,,,
6060,1.0,left,-65.0,1.0,forward,2.0,1.0,right,64.0,,,,
6075,1.0,right,-5.0,1.0,forward,-16.0,1.0,forward,42.0,,,,
6090,1.0,forward,-48.0,1.0,forward,-6.0,1.0,left,6.0,1.0,7.0,1.0,17.0
6105,1.0,forward,-45.0,1.0,forward,2.0,1.0,left,17.0,,,1.0,5.0
6120,1.0,left,-66.0,1.0,forward,2.0,1.0,left,-38.0,,,1.0,27.0
6135,1.0,,,1.0,forward,3.0,1.0,left,-36.0,,,,
6150,1.0,right,21.0,1.0,right,58.0,1.0,left,-36.0,,,,
6165,1.0,right,6.0,1.0,right,61.0,1.0,left,-37.0,,,,
6180,1.0,right,21.0,1.0,right,64.0,1.0,left,-30.0,,,,
6195,1.0,right,4.0,1.0,left,-32.0,1.0,forward,43.0,,,,
6210,1.0,right,-19.0,1.0,left,-30.0,1.0,right,62.0,,,,
6225,1.0,right,-5.0,1.0,forward,-29.0,1.0,forward,41.0,,,,
6240,1.0,right,-27.0,1.0,,,1.0,forward,50.0,,,,
6255,1.0,forward,-33.0,1.0,,,1.0,forward,43.0,,,,
6270,1.0,right,-14.0,1.0,,,1.0,forward,50.0,,,,
6285,1.0,forward,-40.0,1.0,forward,0.0,1.0,forward,43.0,,,,
6300,1.0,forward,-34.0,1.0,forward,14.0,1.0,forward,49.0,,,,
6315,1.0,left,-65.0,1.0,forward,0.0,1.0,forward,51.0,,,,
6330,1.0,forward,-39.0,1.0,forward,-12.0,1.0,forward,59.0,,,,
6345,1.0,left,-74.0,1.0,forward,-20.0,1.0,forward,58.0,,,,
6360,1.0,forward,-53.0,1.0,forward,22.0,1.0,forward,45.0,,,,
6375,1.0,forward,-31.0,1.0,right,40.0,1.0,forward,42.0,,,,
6390,1.0,right,-18.0,1.0,right,47.0,1.0,left,19.0,,,,
6405,1.0,forward,-47.0,1.0,forward,18.0,1.0,left,0.0,,,,
6420,1.0,forward,-49.0,1.0,forward,23.0,1.0,left,10.0,,,,
6435,1.0,forward,-44.0,1.0,forward,25.0,1.0,left,11.0,,,,
6450,1.0,forward,-50.0,1.0,forward,26.0,1.0,left,4.0,,,,
6465,1.0,forward,-44.0,1.0,right,37.0,1.0,left,5.0,,,,
6480,1.0,forward,-50.0,1.0,forward,4.0,1.0,left,8.0,,,,
6495,1.0,forward,-49.0,1.0,forward,-13.0,1.0,left,-37.0,,,,
6510,1.0,forward,-44.0,1.0,left,-46.0,1.0,left,-6.0,,,,
6525,1.0,forward,-58.0,1.0,forward,-18.0,1.0,left,0.0,,,,
6540,1.0,forward,-49.0,1.0,forward,-22.0,1.0,left,-6.0,,,,
6555,1.0,forward,-47.0,1.0,forward,-2.0,1.0,left,-6.0,,,1.0,10.0
6570,1.0,forward,-36.0,1.0,left,-39.0,1.0,forward,39.0,,,,
6585,1.0,right,-27.0,1.0,left,-49.0,1.0,forward,53.0,,,,
6600,1.0,forward,-48.0,1.0,left,-37.0,1.0,forward,35.0,,,,
6615,1.0,forward,-50.0,1.0,right,44.0,1.0,forward,37.0,,,,
6630,1.0,forward,-50.0,1.0,forward,8.0,1.0,forward,40.0,,,,
6645,1.0,forward,-59.0,1.0,forward,4.0,1.0,forward,37.0,,,,
6660,1.0,forward,-52.0,1.0,right,41.0,1.0,right,62.0,,,,
6675,1.0,forward,-51.0,1.0,forward,-8.0,1.0,forward,45.0,,,,
6690,1.0,forward,-51.0,1.0,forward,-23.0,1.0,forward,42.0,,,,
6705,1.0,forward,-52.0,1.0,right,33.0,1.0,forward,38.0,,,,
6720,1.0,forward,-57.0,1.0,forward,-12.0,1.0,left,3.0,,,,
6735,1.0,forward,-51.0,1.0,right,60.0,1.0,forward,37.0,,,,
6750,1.0,forward,-49.0,1.0,forward,20.0,1.0,forward,39.0,,,,
6765,1.0,forward,-55.0,1.0,forward,-8.0,1.0,forward,39.0,,,,
6780,1.0,forward,-48.0,1.0,right,70.0,1.0,forward,41.0,,,,
6795,1.0,forward,-48.0,1.0,right,67.0,1.0,forward,45.0,,,,
6810,1.0,forward,-48.0,1.0,right,69.0,1.0,forward,42.0,,,,
6825,1.0,forward,-46.0,1.0,right,54.0,1.0,right,66.0,,,,
6840,1.0,forward,-51.0,1.0,forward,-27.0,1.0,right,63.0,,,,
6855,1.0,forward,-53.0,1.0,left,-38.0,1.0,right,60.0,,,,
6870,1.0,forward,-49.0,1.0,right,32.0,1.0,forward,58.0,,,,
6885,1.0,forward,-51.0,1.0,,,1.0,forward,59.0,,,,
6900,1.0,forward,-49.0,1.0,forward,14.0,1.0,right,73.0,,,,
6915,1.0,forward,-45.0,1.0,forward,18.0,1.0,forward,50.0,,,,
6930,1.0,forward,-51.0,1.0,,,1.0,forward,46.0,,,,
6945,1.0,forward,-37.0,1.0,forward,-1.0,1.0,forward,58.0,,,,
6960,1.0,right,-9.0,1.0,forward,8.0,1.0,forward,52.0,,,,
6975,1.0,right,-7.0,1.0,forward,-8.0,1.0,right,67.0,,,,
6990,1.0,forward,-42.0,1.0,forward,23.0,1.0,right,72.0,,,,
7005,1.0,right,-22.0,1.0,forward,21.0,1.0,forward,57.0,,,,
7020,1.0,forward,-41.0,1.0,forward,2.0,1.0,left,29.0,,,,
7035,1.0,left,-63.0,1.0,right,49.0,1.0,left,12.0,,,,
7050,1.0,left,-65.0,1.0,right,39.0,1.0,left,-5.0,,,,
7065,1.0,forward,-37.0,1.0,forward,4.0,1.0,left,-13.0,,,,
7080,1.0,right,-18.0,1.0,right,30.0,1.0,left,-6.0,,,,
7095,1.0,right,-28.0,1.0,right,33.0,1.0,left,11.0,,,,
7110,1.0,right,-26.0,1.0,right,53.0,1.0,forward,32.0,,,,
7125,1.0,right,-26.0,1.0,right,57.0,1.0,left,25.0,,,,
7140,1.0,right,-18.0,1.0,forward,0.0,1.0,left,-7.0,,,,
7155,1.0,right,-24.0,1.0,forward,13.0,1.0,left,23.0,,,,
7170,1.0,right,-17.0,1.0,forward,22.0,1.0,left,-17.0,,,,
7185,1.0,right,-23.0,1.0,right,56.0,1.0,left,-17.0,,,,
7200,1.0,right,-26.0,1.0,right,51.0,1.0,left,20.0,,,,
7215,1.0,left,-66.0,1.0,right,47.0,1.0,left,20.0,,,,
7230,1.0,left,-72.0,1.0,right,41.0,1.0,left,-9.0,,,,
7245,1.0,forward,-57.0,1.0,forward,26.0,1.0,left,-12.0,,,,
7260,1.0,forward,-42.0,1.0,forward,-3.0,1.0,left,20.0,,,,
7275,1.0,right,-17.0,1.0,right,42.0,1.0,left,-16.0,,,,
7290,1.0,right,-20.0,1.0,right,38.0,1.0,left,-17.0,,,,
7305,1.0,forward,-40.0,1.0,forward,16.0,1.0,forward,37.0,,,1.0,8.0
7320,1.0,right,-15.0,1.0,forward,14.0,1.0,forward,36.0,,,1.0,8.0
7335,1.0,right,1.0,1.0,forward,12.0,1.0,left,4.0,,,1.0,6.0
7350,1.0,right,26.0,1.0,forward,2.0,1.0,left,4.0,,,1.0,5.0
7365,1.0,right,31.0,1.0,right,39.0,1.0,left,28.0,,,,
7380,1.0,forward,-58.0,1.0,left,-37.0,1.0,left,26.0,,,,
7395,1.0,forward,-47.0,1.0,left,-35.0,1.0,left,28.0,,,,
7410,1.0,forward,-46.0,1.0,forward,-23.0,1.0,forward,30.0,,,,
7425,1.0,forward,-45.0,1.0,forward,-20.0,1.0,left,29.0,,,,
7440,1.0,forward,-49.0,1.0,forward,-27.0,1.0,forward,32.0,,,,
7455,1.0,forward,-47.0,1.0,left,-31.0,1.0,left,-10.0,,,,
7470,1.0,right,-19.0,1.0,right,39.0,1.0,left,-13.0,,,,
7485,1.0,forward,-47.0,1.0,right,43.0,1.0,left,-14.0,,,,
7500,1.0,forward,-50.0,1.0,right,46.0,1.0,left,-12.0,,,,
7515,1.0,forward,-51.0,1.0,right,44.0,1.0,left,-5.0,,,,
7530,1.0,forward,-50.0,1.0,right,33.0,1.0,left,29.0,,,,
7545,1.0,forward,-50.0,1.0,forward,4.0,1.0,left,7.0,,,,
7560,1.0,forward,-48.0,1.0,forward,-9.0,1.0,left,19.0,,,,
7575,1.0,forward,-41.0,1.0,forward,8.0,1.0,left,13.0,,,,
7590,1.0,forward,-57.0,1.0,forward,9.0,1.0,left,18.0,,,,
7605,1.0,forward,-53.0,1.0,forward,-5.0,1.0,forward,34.0,,,,
7620,1.0,forward,-54.0,1.0,forward,2.0,1.0,left,26.0,,,,
7635,1.0,forward,-52.0,1.0,forward,-3.0,1.0,right,67.0,,,,
7650,1.0,forward,-53.0,1.0,forward,-9.0,1.0,right,66.0,,,,
7665,1.0,forward,-53.0,1.0,forward,-8.0,1.0,right,60.0,,,,
7680,1.0,forward,-52.0,1.0,forward,-12.0,1.0,right,60.0,,,,
7695,1.0,forward,-52.0,1.0,forward,-13.0,1.0,right,62.0,,,,
7710,1.0,forward,-52.0,1.0,forward,6.0,1.0,right,63.0,,,,
7725,1.0,forward,-52.0,1.0,forward,3.0,1.0,forward,51.0,,,,
7740,1.0,forward,-51.0,1.0,forward,7.0,1.0,forward,56.0,,,,
7755,1.0,forward,-52.0,1.0,forward,-7.0,1.0,right,62.0,,,,
7770,1.0,forward,-53.0,1.0,forward,-2.0,1.0,forward,58.0,,,,
7785,1.0,forward,-53.0,1.0,forward,4.0,1.0,right,68.0,,,,
7800,1.0,forward,-52.0,1.0,forward,18.0,1.0,forward,57.0,,,,
7815,1.0,forward,-48.0,1.0,forward,3.0,1.0,forward,55.0,,,,
7830,1.0,right,-4.0,1.0,forward,22.0,1.0,forward,56.0,,,,
7845,1.0,right,-2.0,1.0,forward,4.0,1.0,forward,30.0,,,,
7860,1.0,right,-27.0,1.0,right,34.0,1.0,left,-4.0,,,1.0,1.0
7875,1.0,right,-26.0,1.0,right,41.0,1.0,left,-15.0,,,1.0,4.0
7890,1.0,forward,-40.0,1.0,right,35.0,1.0,left,-13.0,,,,
7905,1.0,forward,-35.0,1.0,right,33.0,1.0,forward,49.0,,,,
7920,1.0,forward,-36.0,1.0,right,39.0,1.0,forward,56.0,,,,
7935,1.0,forward,-41.0,1.0,right,32.0,1.0,forward,50.0,,,,
7950,1.0,forward,-44.0,1.0,right,33.0,1.0,forward,43.0,,,,
7965,1.0,forward,-45.0,1.0,right,36.0,1.0,forward,54.0,,,,
7980,1.0,forward,-54.0,1.0,right,40.0,1.0,forward,51.0,,,,
7995,1.0,forward,-55.0,1.0,right,40.0,1.0,forward,52.0,,,,
8010,1.0,forward,-55.0,1.0,right,36.0,1.0,forward,52.0,,,,
8025,1.0,forward,-53.0,1.0,right,30.0,1.0,forward,41.0,,,,
8040,1.0,forward,-54.0,1.0,left,-55.0,1.0,forward,44.0,,,,
8055,1.0,forward,-53.0,1.0,left,-57.0,1.0,forward,44.0,,,,
8070,1.0,forward,-53.0,1.0,left,-53.0,1.0,forward,51.0,,,,
8085,1.0,forward,-53.0,1.0,right,60.0,1.0,forward,56.0,,,,
8100,1.0,forward,-54.0,1.0,forward,3.0,1.0,forward,48.0,,,,
8115,1.0,forward,-55.0,1.0,forward,25.0,1.0,right,61.0,,,,
8130,1.0,forward,-55.0,1.0,forward,24.0,1.0,right,61.0,,,,
8145,1.0,forward,-54.0,1.0,forward,4.0,1.0,right,63.0,,,,
8160,1.0,left,-63.0,1.0,forward,-5.0,1.0,right,62.0,,,,
8175,1.0,left,-62.0,1.0,forward,21.0,1.0,right,70.0,,,,
8190,1.0,forward,-45.0,1.0,forward,15.0,1.0,right,61.0,,,,
8205,1.0,forward,-44.0,1.0,forward,14.0,1.0,forward,52.0,,,,
8220,1.0,forward,-51.0,1.0,forward,11.0,1.0,right,71.0,,,,
8235,1.0,forward,-52.0,1.0,forward,10.0,1.0,right,66.0,,,,
8250,1.0,forward,-53.0,1.0,forward,10.0,1.0,right,69.0,,,,
8265,1.0,forward,-57.0,1.0,right,62.0,1.0,right,64.0,,,,
8280,1.0,forward,-56.0,1.0,right,55.0,1.0,right,64.0,,,,
8295,1.0,left,-70.0,1.0,right,64.0,1.0,right,63.0,,,,
8310,1.0,left,-70.0,1.0,left,-55.0,1.0,right,64.0,,,,
8325,1.0,forward,-33.0,1.0,left,-56.0,1.0,right,80.0,,,,
8340,1.0,forward,-50.0,1.0,left,-57.0,1.0,right,65.0,,,,
8355,1.0,forward,-58.0,1.0,left,-60.0,1.0,left,21.0,,,,
8370,1.0,forward,-50.0,1.0,left,-60.0,1.0,left,-1.0,,,,
8385,1.0,forward,-51.0,1.0,forward,-16.0,1.0,forward,33.0,,,1.0,1.0
8400,1.0,right,-7.0,1.0,forward,-13.0,1.0,left,7.0,,,,
8415,1.0,forward,-49.0,1.0,forward,-20.0,1.0,left,26.0,,,,
8430,1.0,left,-71.0,1.0,left,-52.0,1.0,forward,44.0,,,,
8445,1.0,left,-71.0,1.0,left,-55.0,1.0,forward,50.0,,,,
8460,1.0,left,-65.0,1.0,left,-59.0,1.0,right,68.0,,,,
8475,1.0,left,-67.0,1.0,left,-54.0,1.0,right,74.0,,,,
8490,1.0,left,-73.0,1.0,left,-52.0,1.0,right,74.0,,,,
8505,1.0,left,-68.0,1.0,left,-53.0,1.0,right,73.0,,,,
8520,1.0,forward,-58.0,1.0,left,-51.0,1.0,right,75.0,,,,
8535,1.0,forward,-57.0,1.0,left,-53.0,1.0,right,76.0,,,,
8550,1.0,forward,-33.0,1.0,left,-54.0,1.0,right,82.0,,,,
8565,1.0,forward,-56.0,1.0,left,-35.0,1.0,right,85.0,,,,
8580,1.0,forward,-56.0,1.0,left,-44.0,1.0,forward,46.0,,,,
8595,1.0,forward,-52.0,1.0,forward,-19.0,1.0,left,10.0,,,,
8610,1.0,forward,-56.0,1.0,forward,-22.0,1.0,left,10.0,,,,
8625,1.0,forward,-50.0,1.0,left,-37.0,1.0,left,11.0,,,,
8640,1.0,left,-69.0,1.0,left,-45.0,1.0,left,10.0,,,,
8655,1.0,forward,-32.0,1.0,left,-45.0,1.0,left,-8.0,,,,
8670,1.0,forward,-30.0,1.0,left,-70.0,1.0,left,-10.0,,,,
8685,1.0,right,3.0,1.0,forward,-24.0,1.0,left,-1.0,,,,
8700,1.0,forward,-47.0,1.0,,,1.0,left,0.0,,,,
8715,1.0,forward,-56.0,1.0,forward,6.0,1.0,left,0.0,,,,
8730,1.0,right,-19.0,1.0,right,45.0,1.0,left,12.0,,,,
8745,1.0,forward,-55.0,1.0,forward,5.0,1.0,left,26.0,,,1.0,1.0
8760,1.0,forward,-55.0,1.0,forward,-16.0,1.0,left,11.0,,,,
8775,1.0,forward,-51.0,1.0,forward,-4.0,1.0,left,3.0,,,,
8790,1.0,forward,-48.0,1.0,forward,-5.0,1.0,left,2.0,,,,
8805,1.0,right,-23.0,1.0,forward,0.0,1.0,left,-22.0,,,,
8820,1.0,right,-14.0,1.0,forward,12.0,1.0,left,2.0,,,,
8835,1.0,right,-10.0,1.0,forward,0.0,1.0,left,-7.0,,,1.0,1.0
8850,1.0,right,-22.0,1.0,forward,-8.0,1.0,left,-3.0,,,1.0,12.0
8865,1.0,right,-24.0,1.0,right,33.0,1.0,forward,45.0,,,1.0,8.0
8880,1.0,right,-25.0,1.0,right,40.0,1.0,forward,52.0,,,1.0,8.0
8895,1.0,right,-26.0,1.0,right,41.0,1.0,forward,31.0,,,1.0,2.0
8910,1.0,forward,-45.0,1.0,right,51.0,1.0,forward,45.0,,,,
8925,1.0,forward,-35.0,1.0,right,71.0,1.0,forward,42.0,,,1.0,18.0
8940,1.0,forward,-35.0,1.0,right,75.0,1.0,forward,41.0,,,1.0,18.0
8955,1.0,forward,-45.0,1.0,right,57.0,1.0,forward,35.0,,,1.0,14.0
8970,1.0,forward,-43.0,1.0,forward,16.0,1.0,forward,35.0,,,1.0,15.0
8985,1.0,forward,-42.0,1.0,right,66.0,1.0,left,11.0,,,1.0,3.0
9000,1.0,forward,-45.0,1.0,right,52.0,1.0,left,13.0,,,1.0,8.0
